店铺名,店铺所在位置,人均消费,评分,美食名称,店铺图片链接,纬度,经度,最低价格,店铺ID,店铺详情页
沪上阿姨鲜果茶（磨店美食街店）,磨店,15.0,4.6,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1847347851_1637748790659.jpeg,31.9387,117.3814,0.66,1455321908,https://www.meituan.com/meishi/1455321908/
茶百道（万象城店）,奥体中心,15.0,3.8,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1844271393_1636098027729.jpeg,31.7998,117.2319,6.66,910500387,https://www.meituan.com/meishi/910500387/
茶百道（万达店）,巢湖火车站,15.0,4.7,奶茶/果汁,http://p0.meituan.net/w.h/biztone/b8df853928aacac04c8add55075cb030325791.jpg,31.6111,117.884,6.66,656308682,https://www.meituan.com/meishi/656308682/
沪上阿姨鲜果茶（世纪金源店）,滨湖世纪城,15.0,4.2,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1847347851_1637748790659.jpeg,31.7428,117.2899,0.66,189367273,https://www.meituan.com/meishi/189367273/
沪上阿姨鲜果茶（祥源城店）,高新区,15.0,3.8,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1847347851_1637748790659.jpeg,31.8327,117.1306,0.66,1794208545,https://www.meituan.com/meishi/1794208545/
CoCo都可（港汇广场店）,南七里站,12.0,4.6,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.8328,117.2333,5.0,189380991,https://www.meituan.com/meishi/189380991/
CoCo都可（星达城店）,星达城购物中心,13.0,4.5,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.7756,117.2121,5.0,156616411,https://www.meituan.com/meishi/156616411/
CoCo都可（绿地海顿店）,望江东路,13.0,4.6,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.8299,117.3028,5.0,42484416,https://www.meituan.com/meishi/42484416/
茶百道（银河广场店）,悦方IDMALL,16.0,4.4,奶茶/果汁,http://p0.meituan.net/w.h/biztone/b8df853928aacac04c8add55075cb030325791.jpg,31.742,117.3039,6.66,1766449641,https://www.meituan.com/meishi/1766449641/
茶百道（滨湖银泰店）,滨湖银泰城,15.0,4.3,奶茶/果汁,http://p0.meituan.net/w.h/biztone/b8df853928aacac04c8add55075cb030325791.jpg,31.7143,117.3011,6.66,1112747560,https://www.meituan.com/meishi/1112747560/
茶百道（淮河路步行街店）,淮河路步行街,15.0,4.1,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1844271393_1636098027729.jpeg,31.8644,117.2983,6.66,751070208,https://www.meituan.com/meishi/751070208/
R&B珍奶（兴旺路店）,北城世纪城,13.0,4.4,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/72cef4e2bb6e392d0eddc26735489c9b31558.jpg,32.0056,117.2443,7.5,1498647136,https://www.meituan.com/meishi/1498647136/
茶百道（合肥中环购物中心店）,中环城,15.0,3.7,奶茶/果汁,http://p0.meituan.net/w.h/biztone/b8df853928aacac04c8add55075cb030325791.jpg,31.7818,117.2055,15.3,1582489542,https://www.meituan.com/meishi/1582489542/
茶百道（海卉美食街店）,大唐国际乐购,15.0,4.6,奶茶/果汁,http://p0.meituan.net/w.h/biztone/b8df853928aacac04c8add55075cb030325791.jpg,31.8305,117.2336,6.66,1414692127,https://www.meituan.com/meishi/1414692127/
CoCo都可（漫乐城店）,徽州大道,13.0,4.4,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.8349,117.2862,5.0,165643068,https://www.meituan.com/meishi/165643068/
茶百道（政务银泰店）,天鹅湖银泰城,15.0,4.6,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1844271393_1636098027729.jpeg,31.8168,117.2331,6.66,1281638064,https://www.meituan.com/meishi/1281638064/
CoCo都可（肥东中央广场店）,肥东县,12.0,4.3,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.8749,117.4391,5.0,189261129,https://www.meituan.com/meishi/189261129/
娃哈哈奶茶（天鹅湖万达店）,天鹅湖万达广场,15.0,4.3,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1997488338_1637138903698.jpeg,31.8203,117.2205,0.99,1687199281,https://www.meituan.com/meishi/1687199281/
沪上阿姨鲜果茶（安德利广场店）,军二路,15.0,4.4,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1847347851_1637748790659.jpeg,31.2612,117.2707,0.66,162949207,https://www.meituan.com/meishi/162949207/
沪上阿姨鲜果茶（世纪金源店）,世纪金源,15.0,4.8,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1847347851_1637748790659.jpeg,32.0042,117.2463,0.66,1294163110,https://www.meituan.com/meishi/1294163110/
茶百道（大学城店）,中环城,15.0,4.6,奶茶/果汁,http://p0.meituan.net/w.h/biztone/b8df853928aacac04c8add55075cb030325791.jpg,31.7756,117.2066,6.66,1616840469,https://www.meituan.com/meishi/1616840469/
X-CHA（高新银泰店）,高新区,20.0,4.4,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1323358210_1635702872297.jpeg,31.8335,117.1305,9.9,1323358210,https://www.meituan.com/meishi/1323358210/
娃哈哈奶茶（瑶海万达店）,瑶海万达广场,15.0,4.7,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1997488338_1637138903698.jpeg,31.8775,117.3501,0.99,1440629768,https://www.meituan.com/meishi/1440629768/
茶百道（五彩城店）,南七里站,15.0,4.5,奶茶/果汁,http://p0.meituan.net/w.h/biztone/b8df853928aacac04c8add55075cb030325791.jpg,31.8302,117.2476,6.66,1629785572,https://www.meituan.com/meishi/1629785572/
沪上阿姨鲜果茶（肥西吉园商业街店）,经开区,15.0,4.3,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1847347851_1637748790659.jpeg,31.7124,117.2466,0.66,179224989,https://www.meituan.com/meishi/179224989/
古茗（绿地瀛海店）,望江东路,15.0,4.8,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/7d336a36b70f959926e14f892ab9bb9421909.png,31.83,117.3029,13.0,1946890822,https://www.meituan.com/meishi/1946890822/
CoCo都可（绿都步行街店）,市府广场,12.0,4.7,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.8632,117.2891,5.0,2122762,https://www.meituan.com/meishi/2122762/
沪上阿姨鲜果茶（电子产业园店）,高新区,15.0,4.2,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1847347851_1637748790659.jpeg,31.8674,117.1541,0.66,1315343290,https://www.meituan.com/meishi/1315343290/
CoCo都可（罍街店）,宁国路商业区,13.0,4.4,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.8206,117.2938,5.0,194640091,https://www.meituan.com/meishi/194640091/
CoCo都可（玖方广场店）,玖方广场,13.0,4.3,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.7984,117.1836,5.0,824237775,https://www.meituan.com/meishi/824237775/
CoCo都可（宿州路商之都店）,商之都,12.0,4.7,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.8588,117.2892,5.0,193171285,https://www.meituan.com/meishi/193171285/
奶茶先生,肥东县,0.0,4.0,奶茶/果汁,http://p1.meituan.net/w.h/wmproduct/21ebcea03cbec79541f76085c50b3d30950017.png,31.8211,117.4663,0.0,194309336,https://www.meituan.com/meishi/194309336/
CoCo都可（玖方广场店）,玖方广场,13.0,4.3,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.7984,117.1836,5.0,824237775,https://www.meituan.com/meishi/824237775/
CoCo都可（宿州路商之都店）,商之都,12.0,4.7,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.8588,117.2892,5.0,193171285,https://www.meituan.com/meishi/193171285/
贡茶（高新蜀山店）,高新区,10.0,3.9,奶茶/果汁,http://p0.meituan.net/w.h/merchant/4d03b48cfcc2c74ec69f39fd789efb9469134.jpg,31.8517,117.1568,6.9,871863547,https://www.meituan.com/meishi/871863547/
沪上阿姨鲜果茶（医科大学临床医学院店）,蜀山区,15.0,4.0,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1847347851_1637748790659.jpeg,31.8304,117.1041,0.66,1030636615,https://www.meituan.com/meishi/1030636615/
沪上阿姨鲜果茶（绿地瀛海店）,望江东路,15.0,4.7,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1847347851_1637748790659.jpeg,31.8299,117.3025,0.66,190832981,https://www.meituan.com/meishi/190832981/
蜜雪冰城（禹州天玺店）,肥西县,7.0,4.9,奶茶/果汁,http://p1.meituan.net/w.h/biztone/2e5610e337d0a30c2ecf9cf00aa0f266162461.jpg,31.7803,117.1692,0.1,1748243309,https://www.meituan.com/meishi/1748243309/
茶百道（宿州路店）,淮河路步行街,15.0,4.4,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1844271393_1636098027729.jpeg,31.8651,117.2893,6.66,1811024498,https://www.meituan.com/meishi/1811024498/
CoCo都可（女人街二店）,三孝口/女人街,12.0,4.3,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.8605,117.2758,5.0,183969000,https://www.meituan.com/meishi/183969000/
CoCo都可（万达金街店）,瑶海万达广场,13.0,4.1,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.8774,117.349,5.0,1132600835,https://www.meituan.com/meishi/1132600835/
沪上阿姨鲜果茶（淮河路百盛店）,淮河路步行街,15.0,4.3,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1847347851_1637748790659.jpeg,31.8645,117.2945,0.66,1937474838,https://www.meituan.com/meishi/1937474838/
沪上阿姨鲜果茶（置地创新中心店）,高新区,0.0,4.1,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1847347851_1637748790659.jpeg,31.8493,117.1332,10.2,1813274510,https://www.meituan.com/meishi/1813274510/
茶百道（漫乐城店）,徽州大道,15.0,3.7,奶茶/果汁,http://p0.meituan.net/w.h/biztone/b8df853928aacac04c8add55075cb030325791.jpg,31.8353,117.2865,6.66,1659367807,https://www.meituan.com/meishi/1659367807/
古茗（官亭路店）,之心城,15.0,4.7,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/7d336a36b70f959926e14f892ab9bb9421909.png,31.8561,117.2562,15.0,1918537753,https://www.meituan.com/meishi/1918537753/
奶茶先生（托斯卡纳店）,肥东县,0.0,4.2,奶茶/果汁,http://p1.meituan.net/w.h/wmproduct/21ebcea03cbec79541f76085c50b3d30950017.png,31.8848,117.4482,0.0,1116078174,https://www.meituan.com/meishi/1116078174/
沪上阿姨鲜果茶（融侨里店）,蒙城北路,15.0,4.3,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1847347851_1637748790659.jpeg,31.9188,117.2824,0.66,501264259,https://www.meituan.com/meishi/501264259/
沪上阿姨鲜果茶（幸福坝地铁站店）,肥西县,15.0,4.3,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1847347851_1637748790659.jpeg,31.7519,117.1808,0.66,724889307,https://www.meituan.com/meishi/724889307/
MR·奶茶先生（岗集店）,长丰县,0.0,3.9,奶茶/果汁,http://p1.meituan.net/w.h/wmproduct/21ebcea03cbec79541f76085c50b3d30950017.png,31.946,117.1941,0.0,1735270353,https://www.meituan.com/meishi/1735270353/
沪上阿姨鲜果茶（庐江育才花园二店）,庐江县,15.0,4.6,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1847347851_1637748790659.jpeg,31.2452,117.2897,0.66,150090078,https://www.meituan.com/meishi/150090078/
蜜雪冰城（尚泽大都会店）,经开区,7.0,3.6,冰淇淋,http://p1.meituan.net/w.h/biztone/2e5610e337d0a30c2ecf9cf00aa0f266162461.jpg,31.7714,117.2296,0.1,674535943,https://www.meituan.com/meishi/674535943/
TEA CROSS 交茶点（万象城店）,华润万象城,15.0,4.5,奶茶/果汁,http://p0.meituan.net/w.h/biztone/882987716_1634821586522.jpeg,31.7994,117.2306,1.5,882987716,https://www.meituan.com/meishi/882987716/
沪上阿姨鲜果茶（中建智立方店）,包河区,15.0,4.7,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1847347851_1637748790659.jpeg,31.7767,117.3392,0.66,1353326570,https://www.meituan.com/meishi/1353326570/
贡茶（高新圣联店）,高新区,0.0,4.3,奶茶/果汁,http://p0.meituan.net/w.h/merchant/282c7f2de4fb82244bc6b8690dffd39c259881.jpg,31.8442,117.1351,6.6,658390402,https://www.meituan.com/meishi/658390402/
茶百道（官亭路店）,三里庵,15.0,3.7,奶茶/果汁,http://p0.meituan.net/w.h/biztone/b8df853928aacac04c8add55075cb030325791.jpg,31.856,117.256,6.66,1161674339,https://www.meituan.com/meishi/1161674339/
沪上阿姨鲜果茶（柏堰店）,百大奥莱,0.0,4.3,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1847347851_1637748790659.jpeg,31.8074,117.1621,0.66,897887258,https://www.meituan.com/meishi/897887258/
CoCo都可（官亭二店）,之心城,13.0,4.5,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.8556,117.2562,5.0,160818170,https://www.meituan.com/meishi/160818170/
蜜雪冰城·冰淇淋与茶（融科城店）,港澳广场,7.0,4.4,奶茶/果汁,http://p1.meituan.net/w.h/biztone/2e5610e337d0a30c2ecf9cf00aa0f266162461.jpg,31.7933,117.205,0.1,1158353113,https://www.meituan.com/meishi/1158353113/
蜜雪冰城（融侨悦城店）,凤台路大润发,7.0,4.3,奶茶/果汁,http://p1.meituan.net/w.h/biztone/2e5610e337d0a30c2ecf9cf00aa0f266162461.jpg,31.9193,117.2832,0.1,965536619,https://www.meituan.com/meishi/965536619/
奶茶先生（龙塘店）,肥东县,0.0,3.5,奶茶/果汁,http://p1.meituan.net/w.h/wmproduct/772b877fce63e9ff800c28edc849f878116633.jpg,31.8368,117.4179,0.0,559608685,https://www.meituan.com/meishi/559608685/
CoCo都可（之心城6F店）,之心城,12.0,4.2,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.8542,117.257,5.0,1141964503,https://www.meituan.com/meishi/1141964503/
本宫的茶（弘阳广场店）,松芝万象城,11.0,4.6,奶茶/果汁,http://p0.meituan.net/w.h/biztone/1249503964_1619891578901.jpeg,31.8517,117.2373,0.1,1249503964,https://www.meituan.com/meishi/1249503964/
奶茶先生（彩虹新城店）,肥东县,0.0,4.0,奶茶/果汁,http://p1.meituan.net/w.h/wmproduct/21ebcea03cbec79541f76085c50b3d30950017.png,31.8781,117.4256,0.0,1400397596,https://www.meituan.com/meishi/1400397596/
CoCo都可（丽水路润宜家店）,庐阳区,13.0,3.6,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.9254,117.2668,38.0,1839696954,https://www.meituan.com/meishi/1839696954/
茶百道（肥西文达学院店）,肥西县,15.0,4.0,奶茶/果汁,http://p0.meituan.net/w.h/biztone/b8df853928aacac04c8add55075cb030325791.jpg,31.7427,117.0221,15.3,933682214,https://www.meituan.com/meishi/933682214/
CoCo都可（砂之船店）,高新区,12.0,4.5,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.8381,117.1172,5.0,827862813,https://www.meituan.com/meishi/827862813/
CoCo都可（高新区祥源城店）,高新区,13.0,4.3,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.8325,117.1297,5.0,192554064,https://www.meituan.com/meishi/192554064/
奈雪的茶（包河万达店）,万达广场,38.0,4.2,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/9e20ca5e40c7718ac6bbbe3f0554a4ed99696.png,31.858,117.3031,15.0,193267846,https://www.meituan.com/meishi/193267846/
古茗（合肥高新银泰店）,高新区,15.0,4.1,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/7d336a36b70f959926e14f892ab9bb9421909.png,31.8325,117.1321,13.0,1256021562,https://www.meituan.com/meishi/1256021562/
CoCo都可（世纪金源购物中心店）,滨湖世纪城,12.0,4.4,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.7425,117.2901,5.0,1852816514,https://www.meituan.com/meishi/1852816514/
卡旺卡（龙湖天街店）,龙岗路,15.0,4.5,奶茶/果汁,http://p1.meituan.net/w.h/bbia/76b550bd8d6cd0258b70fb5839637ca5144403.jpg,31.8675,117.391,0.0,761061384,https://www.meituan.com/meishi/761061384/
古茗（肥西水晶城店）,水晶城,15.0,4.8,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/7d336a36b70f959926e14f892ab9bb9421909.png,31.7196,117.1703,13.0,1401014365,https://www.meituan.com/meishi/1401014365/
CoCo都可（滨湖融创茂3F店）,滨湖文化旅游城,12.0,4.2,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.7043,117.3038,5.0,192767239,https://www.meituan.com/meishi/192767239/
蜜雪冰城（文达店）,肥西县,7.0,4.1,奶茶/果汁,http://p1.meituan.net/w.h/biztone/2e5610e337d0a30c2ecf9cf00aa0f266162461.jpg,31.7427,117.0223,0.1,78912920,https://www.meituan.com/meishi/78912920/
古茗（文达学院店）,肥西县,15.0,4.7,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/7d336a36b70f959926e14f892ab9bb9421909.png,31.7425,117.0223,13.0,163356072,https://www.meituan.com/meishi/163356072/
古茗（蜀山安大店）,蜀山区,15.0,4.8,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/7d336a36b70f959926e14f892ab9bb9421909.png,31.7693,117.1796,13.0,1088411800,https://www.meituan.com/meishi/1088411800/
书亦烧仙草（瑶海万达店）,瑶海万达广场,13.0,4.7,奶茶/果汁,http://p1.meituan.net/w.h/biztone/c79bc3e943d7c670a5f2a20ff8815944323607.jpg,31.8762,117.3503,6.66,785456978,https://www.meituan.com/meishi/785456978/
卡旺卡（砂之船奥莱店）,高新区,19.0,4.5,奶茶/果汁,http://p1.meituan.net/w.h/bbia/76b550bd8d6cd0258b70fb5839637ca5144403.jpg,31.8377,117.1166,0.0,193275840,https://www.meituan.com/meishi/193275840/
CoCo都可（滨湖银泰店）,滨湖银泰城,13.0,4.3,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.7149,117.3009,5.0,1721000449,https://www.meituan.com/meishi/1721000449/
古茗（瑶海万达金街店）,瑶海万达广场,15.0,4.8,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/7d336a36b70f959926e14f892ab9bb9421909.png,31.8773,117.3501,13.0,1832540351,https://www.meituan.com/meishi/1832540351/
奈雪的茶（之心城店）,之心城,39.0,4.4,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/9e20ca5e40c7718ac6bbbe3f0554a4ed99696.png,31.8532,117.2577,15.0,193195740,https://www.meituan.com/meishi/193195740/
茶百道（瑶海龙湖天街店）,龙岗路,15.0,3.4,奶茶/果汁,http://p0.meituan.net/w.h/biztone/b8df853928aacac04c8add55075cb030325791.jpg,31.868,117.3902,6.66,1079265542,https://www.meituan.com/meishi/1079265542/
卡旺卡（之心城店）,之心城,18.0,4.8,奶茶/果汁,http://p1.meituan.net/w.h/bbia/76b550bd8d6cd0258b70fb5839637ca5144403.jpg,31.8536,117.257,0.0,2636210,https://www.meituan.com/meishi/2636210/
茶百道（黉街店）,磨店,15.0,4.8,奶茶/果汁,http://p0.meituan.net/w.h/biztone/b8df853928aacac04c8add55075cb030325791.jpg,31.9345,117.3893,6.66,1034839147,https://www.meituan.com/meishi/1034839147/
书亦烧仙草（肥西名邦广场店）,名邦广场,15.0,4.5,奶茶/果汁,http://p1.meituan.net/w.h/biztone/c79bc3e943d7c670a5f2a20ff8815944323607.jpg,31.7124,117.1546,6.66,1932665596,https://www.meituan.com/meishi/1932665596/
CoCo都可（高新银泰店）,高新区,13.0,4.2,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.8318,117.1278,5.0,714520395,https://www.meituan.com/meishi/714520395/
CoCo都可（三河古镇店）,三河古镇,13.0,4.2,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.5105,117.2444,9.0,194297792,https://www.meituan.com/meishi/194297792/
CoCo都可（安德利店）,军二路,13.0,4.6,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.2612,117.2704,5.0,187236492,https://www.meituan.com/meishi/187236492/
书亦烧仙草（绿地新都汇店）,肥西县,15.0,4.3,奶茶/果汁,http://p1.meituan.net/w.h/biztone/c79bc3e943d7c670a5f2a20ff8815944323607.jpg,31.74,117.1806,6.66,530380435,https://www.meituan.com/meishi/530380435/
CoCo都可（宝业东城广场店）,宝业东城广场,12.0,4.4,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.8707,117.3374,5.0,96992055,https://www.meituan.com/meishi/96992055/
CoCo都可（北城世纪金源店）,世纪金源,12.0,4.6,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,32.0047,117.2466,5.0,150026314,https://www.meituan.com/meishi/150026314/
书亦烧仙草（银泰百货店）,高新区,13.0,4.2,奶茶/果汁,http://p0.meituan.net/w.h/biztone/943372670_1637111305943.jpeg,31.8316,117.133,6.66,1239732866,https://www.meituan.com/meishi/1239732866/
茶百道（融创茂店）,滨湖文化旅游城,15.0,4.0,奶茶/果汁,http://p0.meituan.net/w.h/biztone/b8df853928aacac04c8add55075cb030325791.jpg,31.703,117.3037,6.66,686604177,https://www.meituan.com/meishi/686604177/
CoCo都可（龙湖天街店）,龙岗路,12.0,4.1,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.8677,117.3909,5.0,1911216842,https://www.meituan.com/meishi/1911216842/
CoCo都可（四里河万科广场店）,四里河,13.0,4.5,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.8921,117.2345,5.0,192563261,https://www.meituan.com/meishi/192563261/
古茗（合肥学院店）,经开区,15.0,4.5,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/7d336a36b70f959926e14f892ab9bb9421909.png,31.7551,117.2518,13.0,177779772,https://www.meituan.com/meishi/177779772/
CoCo都可（正大广场店）,明珠广场,12.0,4.4,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.7815,117.2286,5.0,194297288,https://www.meituan.com/meishi/194297288/
CoCo都可（北城万达店）,长丰县,12.0,4.5,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.9706,117.263,5.0,1509748125,https://www.meituan.com/meishi/1509748125/
CoCo都可（潜山路万象城店）,奥体中心,13.0,4.4,奶茶/果汁,https://img.meituan.net/w.h/msmerchant/05784081b1ed0587e4ea65172a76ef7114438.jpg,31.7991,117.2298,5.0,1278519467,https://www.meituan.com/meishi/1278519467/
茶百道（合肥滨湖方圆荟店）,滨湖世纪城,15.0,4.2,奶茶/果汁,http://p0.meituan.net/w.h/biztone/b8df853928aacac04c8add55075cb030325791.jpg,31.7448,117.2886,6.66,1059434371,https://www.meituan.com/meishi/1059434371/
茶百道（高新银泰店）,高新区,15.0,3.6,奶茶/果汁,http://p0.meituan.net/w.h/biztone/b8df853928aacac04c8add55075cb030325791.jpg,31.8328,117.1324,6.66,682214201,https://www.meituan.com/meishi/682214201/
